PROLIFIC_PID,id,PID,date,timer_total,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,party,party_open,party_closer,party_preference,party_strength,party_importance,party_importance_raw,affpol_raw,affpol_weighted,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,condition,outparty_estimate,deviation,control_est_dem,control_est_rep,treat_est_dem_01,treat_est_dem_02,treat_est_dem_03,treat_est_rep_01,treat_est_rep_02,treat_est_rep_03,manip_check_01,democratic_support,freefair,freefair_raw,ethnicity01,ethnicity02,ethnicity_open,income,treat_dem_surprise,treat_rep_surprise,treat_dem_credible,treat_rep_credible,purpose,feedback,pre_commitment,pre_attention,post_attention,max_boxes,easy65,hard80,hard95,work_total,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference,democratic_support_raw,antidemocratic_01,antidemocratic_02,antidemocratic_03,antidemocratic_04,democratic_01,democratic_02,democratic_03,democratic_04,freefair_01,freefair_02,freefair_02_r,inparty,outparty
422,R_116HX0TeW1TARFk,P06,25/02/2026 05:41,1152,56,Man,,Rural area,Rural,,5,2-year college degree,Republican,,NA,Republican,Strong,1.1504505656455,100,1.71329713959852,-0.928035781821143,0,100,0,100,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,Republican,-1.38986594874125,0.939203043737683,10,White,NA,,"$40,000 to $49,999",NA,NA,NA,NA,Stressful,It was good,"Yes, I will",passed,passed,12,8,10,11,2,2,0,0,2,-2,200,100,0,100,0,0,100,0,100,5,1,5,Republican,Democrat
423,R_1q7O8kCgAkfvEo9,P110,25/02/2026 05:59,1250,31,Woman,,City,City,,1,"College, but not degree",Republican,,NA,Republican,Not very strong,-2.0011451600221,25,-1.2159966278785,-1.24469689270611,50,65,10,30,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,Republican,0.727153648778003,0.939203043737683,10,White,"Hispanic, Latino, or Spanish origin",,"$150,000 or more",NA,NA,NA,NA,entertaining,,"Yes, I will",passed,passed,17,11,14,16,14,6,8,8,6,2,385,10,0,5,0,90,100,95,100,5,1,5,Republican,Democrat
424,R_1tA6J6CrzbrHThq,P122,25/02/2026 06:05,1812,33,Woman,,City,City,,4,4-year college degree,Republican,,NA,Republican,Not very strong,0.352046315143038,81,-0.630137874383099,-0.486055016172847,50,82,51,77,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Democrat,0.87591718806314,0.293190368150917,9,Black or African-American,NA,,"$70,000 to $79,999",NA,90,NA,50,I find it benefial,NA,"Yes, I will",passed,passed,14,9,11,13,11,6,5,5,6,-1,398,1,1,0,0,99,99,100,100,4,1,5,Republican,Democrat
425,R_5NAxFlACSsq83BL,P332,25/02/2026 06:25,766,60,Woman,,City,City,,4,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.940344183934323,95,1.02405154725099,1.56702101952392,90,10,95,90,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$150,000 or more",NA,NA,NA,NA,"It was so interesting, thinkg about who votes and how much I support republican voting.",no,"Yes, I will",passed,passed,22,14,18,21,5,5,0,5,0,5,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
426,R_3V8dRh9Xb0le8WO,P202,25/02/2026 06:57,1667,31,Woman,,Suburb,Suburb,,5,4-year college degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,0.920664708398855,0.0986607618312726,94,17,88,15,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,Democrat,-0.909245283358497,-0.998834983022615,7,White,NA,,"$100,000 to $149,999",56,NA,49,NA,very intresting,,"Yes, I will",passed,passed,32,21,26,30,17,9,8,9,8,1,242,12,51,45,50,88,49,55,50,5,4,2,Democrat,Republican
427,R_3FEb3dwbIkaTJIF,P170,25/02/2026 07:49,1851,35,Woman,,Suburb,City,,4,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-0.488379211701654,61,-0.492288755913592,-0.454157514591722,74,38,72,40,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,Republican,-1.17244231440143,-0.352822307435849,8,White,NA,,"$70,000 to $79,999",NA,NA,NA,NA,I felt like I was making an impact,,"Yes, I will",passed,passed,20,13,16,19,8,7,1,7,1,6,219,60,27,80,14,40,73,20,86,4,2,4,Democrat,Republican
428,R_5Hov580iOAGrAGi,P325,25/02/2026 08:21,671,58,Man,,Small town,Small-town,,3,4-year college degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.64437258036377,1.66154814696977,99,1,51,90,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,Republican,0.509730014438189,0.939203043737683,10,White,NA,,"$150,000 or more",NA,NA,NA,NA,Interesting if a bit long,this was a fun survey,"Yes, I will",passed,passed,20,13,16,19,17,9,8,9,8,1,366,8,7,11,8,92,93,89,92,5,1,5,Democrat,Republican
429,R_6QsbN2Qc36J9h9x,P488,25/02/2026 08:29,978,64,Man,,Suburb,Suburb,,1,Postgraduate degree,Democrat,,NA,Democrat,Strong,-0.530400488043889,60,0.33480595490345,0.646850336154104,80,20,80,80,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,Republican,-0.245531031163273,0.939203043737683,10,White,NA,,"$150,000 or more",79,NA,56,NA,It was simple.,No,"Yes, I will",passed,passed,12,8,10,11,8,8,0,8,0,8,300,0,0,0,100,100,100,100,0,5,1,5,Democrat,Republican
43,R_1i360AfGL0MgEix,P90,24/02/2026 16:59,704,37,Man,,Rural area,Small-town,,2,4-year college degree,Democrat,,NA,Democrat,Strong,-0.110187724621543,70,0.162494556816566,-0.0853747957869403,65,10,34,50,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,0.681380252074884,0.293190368150917,9,White,NA,,"$90,000 to $99,999",85,NA,65,NA,I thought it was fun. I dislike how the urban area was always second after choosing to support or rest for rural first.,,"Yes, I will",passed,passed,21,14,17,20,14,8,6,8,6,2,381,5,4,5,5,95,96,95,95,4,1,5,Democrat,Republican
430,R_5C3EBWjchtDXOqF,P305,25/02/2026 08:37,746,19,Woman,,City,Small-town,,3,High school,Republican,,NA,Republican,Not very strong,-0.110187724621543,70,-1.04368522979162,-0.846915370303127,70,90,59,70,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Sometimes,Often,Independent,-2.47698412044032,-2.29086033419615,5,"Hispanic, Latino, or Spanish origin",NA,,"$50,000 to $59,999",NA,74,NA,72,honest,great study,"Yes, I will",passed,passed,15,10,12,14,13,7,6,6,7,-1,105,65,80,90,60,35,20,10,40,2,3,3,Republican,Democrat
431,R_6EybVaeIa9D34Qu,P456,25/02/2026 08:42,1047,62,Woman,,Suburb,Suburb,,1,"College, but not degree",Democrat,,NA,Democrat,Strong,0.310025038800804,80,0.851740149164102,0.984732182220084,85,10,80,60,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,Republican,0.795813743832682,0.939203043737683,10,White,NA,,"$10,000 to $19,999",NA,NA,NA,NA,It was a little tedious. ,Sometimes clicking didn't work.,"Yes, I will",passed,passed,12,8,10,11,4,0,4,0,4,-4,391,1,5,2,1,99,95,98,99,5,1,5,Democrat,Republican
432,R_5G8TAEMFyWCZSxt,P320,25/02/2026 10:31,1576,24,Woman,,Suburb,City,,3,Postgraduate degree,Republican,,NA,Republican,Not very strong,0.0999186570896305,75,-0.699062433617853,-0.638059103375941,35,65,50,50,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,0.120656142461678,0.293190368150917,9,White,NA,,"$150,000 or more",NA,NA,NA,NA,This is quite interesting and engaging.,No.,"Yes, I will",passed,passed,20,13,16,19,18,9,9,9,9,0,332,50,3,15,0,50,97,85,100,4,1,5,Republican,Democrat
433,R_1g5dhfzLo4uFBtH,P83,25/02/2026 10:45,1083,23,Woman,,Suburb,City,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-1.45486856757305,38,-0.423364196678839,-0.313093325628768,41,79,58,62,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Sometimes,Often,Democrat,-1.30976250451079,-0.998834983022615,7,White,NA,,"$80,000 to $89,999",NA,71,NA,58,I vound it intriguing and intersting,"No, i don't","Yes, I will",passed,passed,20,13,16,19,13,6,7,7,6,1,207,43,63,69,18,57,37,31,82,5,4,2,Republican,Democrat
434,R_3bUFTchkoGBG3He,P213,25/02/2026 11:42,857,56,Woman,,City,Suburb,,1,High school,Democrat,,NA,Democrat,Strong,0.225982486116334,78,1.40313662304213,-0.188943059923744,93,2,6,90,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,Republican,-0.245531031163273,0.939203043737683,10,White,NA,,"$100,000 to $149,999",100,NA,2,NA,interesting,no,"Yes, I will",passed,passed,25,16,20,24,5,5,0,5,0,5,300,0,0,100,0,100,100,0,100,5,1,5,Democrat,Republican
435,R_67115caWkCrwmGP,P432,25/02/2026 11:56,1028,61,Woman,,Suburb,Suburb,,1,"College, but not degree",Republican,,NA,Republican,Strong,-1.79103877831093,30,-0.00981684127031756,-0.0746891893144878,30,80,50,50,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,0.326636427625713,-0.998834983022615,7,White,NA,,"$80,000 to $89,999",NA,NA,NA,NA,i chose rest each time because I have trouble clicking the bubbles fast enough to earn the credits,no,"Yes, I will",passed,passed,12,8,10,11,0,0,0,0,0,0,350,0,0,0,50,100,100,100,50,3,2,4,Republican,Democrat
436,R_34us2w5AxyOdaWL,P152,25/02/2026 12:01,1420,75,Woman,,Rural area,Rural,,3,2-year college degree,Republican,,NA,Republican,Strong,0.310025038800804,80,0.403730514138204,-0.544448087702175,30,92,7,92,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,-1.34409255203813,0.293190368150917,9,White,NA,,"$30,000 to $39,999",NA,91,NA,49,Interesting,"I was a democrat up to 6 years ago when I changed to republican. I got tired of the democrat rhetoric. They encourage violence, racism and hate. They will promise you anything but once elected do the opposite. I think you will find that is why most rural people vote republican.","Yes, I will",passed,passed,12,8,10,11,1,0,1,1,0,1,204,23,52,71,50,77,48,29,50,5,2,4,Republican,Democrat
437,R_6N1UXDpfJt9m1zj,P479,25/02/2026 12:17,816,60,Woman,,Small town,Small-town,,4,"College, but not degree",Republican,,NA,Republican,Strong,1.1504505656455,100,1.71329713959852,1.62920485645966,0,100,44,100,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,-0.00522069847189903,-0.352822307435849,8,White,NA,,"$50,000 to $59,999",NA,100,NA,0,It was different and it was fun,"Trump: Stand if you agree the first duty of the American Government is to protect American citizens, not illegal aliens. All of the Democrats remained seated. Democrats do not put Americans first. Just saying.","Yes, I will",passed,passed,19,12,15,18,10,2,8,8,2,6,321,12,7,43,17,88,93,57,83,3,1,5,Republican,Democrat
438,R_3gMvnB6CpFTzLvP,P234,25/02/2026 12:19,908,65,Woman,,Rural area,Rural,,2,High school,Republican,,NA,Republican,Strong,0.310025038800804,80,0.679428751077218,0.74918940413459,10,80,90,50,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,Republican,-0.348521173745291,-0.352822307435849,8,White,NA,,"$60,000 to $69,999",NA,NA,NA,NA,Interesting,Thank you! Have a great week,"Yes, I will",passed,passed,16,10,13,15,8,3,5,5,3,2,291,9,10,80,10,91,90,20,90,4,2,4,Republican,Democrat
439,R_1Uhm6vgQRIGfiVc,P65,25/02/2026 12:31,1428,66,Man,,City,City,,3,2-year college degree,Democrat,,NA,Democrat,Strong,0.73023780222315,90,0.782815589929348,1.11838093224877,78,5,70,95,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,Republican,0.555503411141307,0.939203043737683,10,"Hispanic, Latino, or Spanish origin",NA,,"$20,000 to $29,999",80,NA,45,NA,"Despite the importance of both parties having the freedom to easily cast their votes, I am still compelled to thwart Republican attempts to retain their positions in government, as in so many ways they are a threat to our democracy.",no,"Yes, I will",passed,passed,13,8,10,12,10,8,2,8,2,6,370,10,10,5,5,90,90,95,95,5,1,5,Democrat,Republican
44,R_3vechTQJK3zXxBv,P282,24/02/2026 16:59,1074,68,Woman,,Small town,Suburb,,1,High school,Republican,,NA,Republican,Not very strong,-0.950613251466235,50,-0.182128239357201,-0.215531667829851,10,55,50,50,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Often,NA,Republican,0.898803886414699,0.293190368150917,9,White,NA,,"$50,000 to $59,999",NA,100,NA,9,It was fine,thank you,"Yes, I will",passed,passed,17,11,14,16,11,3,8,8,3,5,400,0,0,0,0,100,100,100,100,4,1,5,Republican,Democrat
440,R_1JkljtmtpKF4bnu,P49,25/02/2026 13:06,760,58,Man,,Suburb,Suburb,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-0.572421764386124,59,-0.94029839093949,-0.958556583554249,60,83,34,31,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,21,NA,76,It was moderately challenging but I tried to be fair.,All went well.,"Yes, I will",passed,passed,19,12,15,18,12,7,5,5,7,-2,400,0,0,0,0,100,100,100,100,5,1,5,Republican,Democrat
441,R_1L0lMrkfmorKlVL,P51,25/02/2026 13:08,841,60,Woman,,Rural area,Small-town,,3,"College, but not degree",Republican,,NA,Republican,Strong,1.1504505656455,100,0.644966471459841,0.643611967049617,31,100,48,80,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Democrat,0.0405526982312199,0.293190368150917,9,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,It was easy,not sure I understood the task,"Yes, I will",passed,passed,15,10,12,14,12,5,7,7,5,2,325,0,0,75,0,100,100,25,100,4,1,5,Republican,Democrat
442,R_6q4yn2fo5jxTG3K,P529,25/02/2026 13:16,1025,67,Woman,,Suburb,City,,4,4-year college degree,Republican,,NA,Republican,Strong,0.394067591485273,82,0.162494556816566,0.0485273769973694,30,85,35,80,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,0.132099491637458,0.939203043737683,10,White,NA,,"$80,000 to $89,999",NA,NA,NA,NA,I found it very interesting,I was wondering if the test was to see if you lean to a particular party you chose urban (Democrat leaning) rural (Republican Leaning) for the donations,"Yes, I will",passed,passed,14,9,11,13,10,3,7,7,3,4,333,47,20,0,0,53,80,100,100,5,1,5,Republican,Democrat
443,R_5prDV2WI5Pw8pGR,P394,25/02/2026 13:47,676,56,Man,,Suburb,Suburb,,4,4-year college degree,Republican,,NA,Republican,Strong,0.940344183934323,95,1.36867434342475,1.90331344806781,5,95,90,90,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,-2.28244718445206,-2.93687300978291,4,White,NA,,"$80,000 to $89,999",NA,100,NA,10,Fun,Nothing to add - thank you.,"Yes, I will",passed,passed,18,12,14,17,6,1,5,5,1,4,122,93,80,65,40,7,20,35,60,3,5,1,Republican,Democrat
444,R_32Q2ho9L6ApgCle,P145,25/02/2026 13:53,1239,71,Woman,,Small town,Small-town,,4,2-year college degree,Democrat,,NA,Democrat,Strong,0.688216525880915,89,-0.00981684127031756,-0.101709176470344,83,33,76,35,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$90,000 to $99,999",NA,NA,NA,NA,I found it empowering.,none,"Yes, I will",passed,passed,17,11,14,16,8,6,2,6,2,4,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
445,R_6SDj0rJRiF5OxT8,P489,25/02/2026 14:19,786,72,Man,,Suburb,Rural,,4,4-year college degree,Republican,,NA,Republican,Strong,0.520131420511977,85,-0.0442791208876943,0.114428035715954,37,86,64,71,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,0.8415871405358,0.939203043737683,10,White,NA,,"$20,000 to $29,999",NA,91,NA,70,very easy,it was fun and educational if the facts were correct,"Yes, I will",passed,passed,14,9,11,13,14,8,6,6,8,-2,395,2,1,1,1,98,99,99,99,5,1,5,Republican,Democrat
446,R_5LB9vQPu28uPihu,P328,25/02/2026 14:20,1121,74,Woman,,Suburb,Rural,,4,"College, but not degree",Republican,,NA,Republican,Strong,-0.950613251466235,50,-0.767986992852607,-0.649419005907054,57,85,57,55,Control,4,0,NA,Often,NA,NA,NA,NA,NA,NA,Republican,-1.35553590121391,-0.998834983022615,7,White,NA,,"$150,000 or more",NA,NA,NA,NA,Different ,Where would the seed money come for this project. Can’t expect the federal govt to do. That ,"Yes, I will",passed,passed,23,15,18,22,9,4,5,5,4,1,203,50,47,50,50,50,53,50,50,3,2,4,Republican,Democrat
447,R_6inUDMCFR9eUnXH,P516,25/02/2026 14:26,1159,59,Woman,,Suburb,Suburb,,4,4-year college degree,Democrat,,NA,Democrat,Not very strong,0.310025038800804,80,-0.182128239357201,-0.284875611325104,80,35,85,30,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,Republican,0.85303048971158,0.939203043737683,10,Black or African-American,NA,,"$70,000 to $79,999",100,NA,5,NA,I enjoyed taking the task. I felt I was working towards supporting an Idea I would like to see work and I felt motivated to  work ,I enjoyed taking the study,"Yes, I will",passed,passed,31,20,25,29,9,8,1,8,1,7,396,4,0,0,0,96,100,100,100,5,1,5,Democrat,Republican
448,R_5E42Nyk99p9fr7j,P310,25/02/2026 14:36,794,75,Man,,Small town,Small-town,,5,4-year college degree,Democrat,,NA,Democrat,Strong,0.0999186570896305,75,0.851740149164102,1.2719753108382,75,0,75,100,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.293190368150917,9,White,NA,,"$40,000 to $49,999",NA,NA,NA,NA,I felt delighted to extend zero effort on behalf of the right wing morons who populate the seats presently held by Republicans.,How much chuck?,"Yes, I will",passed,passed,14,9,11,13,17,8,9,8,9,-1,400,0,0,0,0,100,100,100,100,4,1,5,Democrat,Republican
449,R_63DXXuJsviAbsxY,P427,25/02/2026 14:39,1082,62,Woman,,Rural area,Rural,,5,2-year college degree,Republican,,NA,Republican,Not very strong,0.394067591485273,82,-0.113203680122448,-0.179972380314221,33,80,34,83,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Often,NA,Republican,-0.0967674918781368,0.939203043737683,10,White,NA,,"$40,000 to $49,999",NA,8,NA,83,exhilarating and thought provoking,Very clear,"Yes, I will",passed,passed,14,9,11,13,9,1,8,8,1,7,313,0,0,87,0,100,100,13,100,5,1,5,Republican,Democrat
45,R_3isB1p7r6ncsBK0,P244,24/02/2026 17:00,1310,52,Woman,,Small town,Small-town,,3,"College, but not degree",Republican,,NA,Republican,Strong,0.436088867827507,83,1.02405154725099,1.50971947225434,11,91,87,91,Control,4,0,NA,Often,NA,NA,NA,NA,NA,NA,Republican,0.635606855371765,0.939203043737683,10,White,NA,,"$20,000 to $29,999",NA,NA,NA,NA,tedious,i feel like this study was also about if Republicans believe that polling areas for Democrats should be reduced by whether we chose to increase voting in historically Democrat voting locations.,"Yes, I will",passed,passed,12,8,10,11,10,1,9,9,1,8,377,1,20,1,1,99,80,99,99,5,1,5,Republican,Democrat
450,R_12OTKNjEw70E9kK,P12,25/02/2026 14:52,808,66,Man,,Suburb,Suburb,,1,4-year college degree,Republican,,NA,Republican,Strong,1.1504505656455,100,-0.00981684127031756,0.140517829782934,50,100,50,100,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,Republican,-0.245531031163273,-0.352822307435849,8,White,NA,,"$40,000 to $49,999",NA,NA,NA,NA,interesting,interesting study,"Yes, I will",passed,passed,13,8,10,12,10,1,9,9,1,8,300,0,50,0,50,100,50,100,50,3,1,5,Republican,Democrat
451,R_6JwxIxwSIxKtfOA,P471,25/02/2026 14:59,1694,32,Man,,City,City,,4,4-year college degree,Democrat,,NA,Democrat,Strong,-0.110187724621543,70,-0.182128239357201,-0.439015849583228,90,45,80,21,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,-0.588831506436665,0.939203043737683,10,Black or African-American,NA,,"$100,000 to $149,999",70,NA,40,NA,the task was easy,,"Yes, I will",passed,passed,17,11,14,16,13,7,6,7,6,1,270,60,0,20,50,40,100,80,50,5,1,5,Democrat,Republican
452,R_6plRBGgOsqvT4pK,P525,25/02/2026 15:08,877,62,Woman,,City,City,,5,Postgraduate degree,Democrat,,NA,Democrat,Strong,1.10842928930326,99,1.64437258036377,2.38237681147592,99,1,99,99,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,Republican,-1.37842259956547,-1.64484765860938,6,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,Varying difficulty,No,"Yes, I will",passed,passed,12,8,10,11,7,7,0,7,0,7,201,50,49,50,50,50,51,50,50,3,3,3,Democrat,Republican
453,R_6KYNNDbwsp5sMHR,P473,25/02/2026 15:25,1025,63,Woman,,Suburb,Suburb,,4,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,0.310025038800804,80,-0.354439637444085,-0.318966290919715,80,40,80,40,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,Black or African-American,NA,,"$100,000 to $149,999",85,NA,90,NA,Engaging,The study was insightful.,"Yes, I will",passed,passed,12,8,10,11,10,7,3,7,3,4,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
454,R_1msbc7OJ22zJwKg,P99,25/02/2026 15:25,896,68,Woman,,City,Small-town,,1,4-year college degree,Democrat,,NA,Democrat,Strong,-0.950613251466235,50,1.02405154725099,0.770365681777691,85,5,50,50,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,Republican,0.669936902899105,0.939203043737683,10,Black or African-American,NA,,"$30,000 to $39,999",NA,NA,NA,NA,easy to choose,not at this time,"Yes, I will",passed,passed,14,9,11,13,2,2,0,2,0,2,380,0,10,10,0,100,90,90,100,5,1,5,Democrat,Republican
455,R_6MFja5VyxS8hxFE,P476,25/02/2026 15:46,656,23,Woman,,Small town,Suburb,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-1.83306005465316,29,-1.73293082213916,-1.48311397446812,54,54,24,26,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,0.830143791360021,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,because it was supporting different communities,no,"Yes, I will",passed,passed,23,15,18,22,9,4,5,5,4,1,394,2,1,2,1,98,99,98,99,5,1,5,Republican,Democrat
456,R_3QyexTOjXmE0VXu,P191,25/02/2026 15:58,2431,55,Man,,Suburb,Suburb,,5,Postgraduate degree,Republican,,NA,Republican,Strong,1.1504505656455,100,1.36867434342475,0.0980761458904509,10,100,10,100,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,Republican,-0.737595045721801,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,60,NA,70,It was a great task.,I have enjoyed the study.,"Yes, I will",passed,passed,12,8,10,11,16,7,9,9,7,2,257,31,30,51,31,69,70,49,69,5,3,3,Republican,Democrat
457,R_1fs4NP9d6FYuKOd,P82,25/02/2026 16:27,909,58,Man,,Suburb,Rural,,3,"College, but not degree",Democrat,,NA,Democrat,Strong,1.1504505656455,100,0.851740149164102,1.29876425966592,90,15,85,90,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,Republican,0.898803886414699,0.293190368150917,9,White,NA,,"$60,000 to $69,999",30,NA,75,NA,I liked it. I earned credits for both sides because everyone needs to have the opportunity to vote.,"Great study. I hate this current administration, but we need to have truly free and fair elections.","Yes, I will",passed,passed,16,10,13,15,18,9,9,9,9,0,400,0,0,0,0,100,100,100,100,4,1,5,Democrat,Republican
458,R_13putTyJOKLkJVx,P16,25/02/2026 16:36,710,62,Woman,,Rural area,Rural,,5,2-year college degree,Republican,,NA,Republican,Strong,0.394067591485273,82,1.12743838610312,1.63156811213245,2,85,100,81,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,Republican,0.532616712789748,0.939203043737683,10,White,NA,,"$60,000 to $69,999",NA,NA,NA,NA,fun,,"Yes, I will",passed,passed,20,13,16,19,13,5,8,8,5,3,368,2,10,8,12,98,90,92,88,5,1,5,Republican,Democrat
459,R_71z2nPO0UVc5uLz,P549,25/02/2026 16:36,703,60,Man,,Suburb,Suburb,,2,2-year college degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.36867434342475,1.72420851326504,95,5,70,95,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,"It was quite repetitive, but very easy.",,"Yes, I will",passed,passed,24,16,19,23,13,8,5,8,5,3,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
46,R_3foy9FSSlB1R4MN,P233,24/02/2026 17:00,1763,61,Man,,Suburb,City,,3,Postgraduate degree,Republican,,NA,Republican,Strong,-0.530400488043889,60,-0.905836111322114,-0.765524755286261,49,73,55,58,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,Democrat,-1.22965906028033,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,the task was worth while and helps to be more focused ,,"Yes, I will",passed,passed,12,8,10,11,11,7,4,4,7,-3,214,28,60,66,32,72,40,34,68,5,3,3,Republican,Democrat
